Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.01E+12,546230,256390,0.137628,52.186334,35,3,2,1,18/10/2012,5,20:30,390,E10000003,3,1307,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01017996
2.01E+12,544310,259570,0.110917,52.21541,35,3,2,1,19/10/2012,6,08:15,390,E10000003,4,1049,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017949
2.01E+12,546340,258830,0.140289,52.208227,35,3,2,1,19/10/2012,6,15:11,390,E10000003,6,0,2,30,8,4,6,0,0,0,1,5,2,0,0,1,1,E01017943
2.01E+12,545890,258800,0.133696,52.208076,35,3,1,1,19/10/2012,6,13:20,390,E10000003,5,291,6,20,6,4,6,0,0,4,1,2,2,0,0,1,1,E01017983
2.01E+12,544580,255300,0.113046,52.176976,35,2,2,1,19/10/2012,6,17:30,390,E10000003,3,1309,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,E01018002
2.01E+12,544310,259460,0.11087,52.214422,35,3,2,1,19/10/2012,6,07:15,390,E10000003,3,1134,6,30,3,2,4,1049,0,5,4,1,1,0,0,1,2,E01017957
2.01E+12,547660,254290,0.157617,52.167086,35,2,2,1,19/10/2012,6,08:15,390,E10000003,3,1307,6,40,3,4,5,0,0,0,1,9,1,0,0,2,2,E01017995
2.01E+12,547130,257580,0.1513,52.196786,35,3,2,1,22/10/2012,2,03:04,390,E10000003,5,280,6,30,6,4,6,0,0,4,4,9,1,0,0,1,2,E01017999
2.01E+12,545190,258690,0.123411,52.207273,35,3,2,1,20/10/2012,7,14:30,390,E10000003,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017982
2.01E+12,548670,256510,0.173346,52.18676,35,3,2,1,22/10/2012,2,16:36,390,E10000003,5,233,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017959
2.01E+12,545360,259520,0.126254,52.214685,35,3,2,1,22/10/2012,2,09:35,390,E10000003,3,1134,1,30,1,2,3,1134,0,5,1,1,2,0,0,1,2,E01018009
2.01E+12,546020,257470,0.135024,52.196093,35,3,2,2,22/10/2012,2,19:40,390,E10000003,6,0,6,30,3,4,6,0,0,1,4,7,2,0,0,1,1,E01017987
2.01E+12,547450,259380,0.156761,52.212872,35,3,2,1,23/10/2012,3,16:42,390,E10000003,3,1134,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01017946
2.01E+12,543260,259090,0.095356,52.211371,35,3,2,1,24/10/2012,4,08:50,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01017984
2.01E+12,546260,256280,0.138019,52.185338,35,3,2,1,24/10/2012,4,07:55,390,E10000003,3,1307,6,30,8,4,6,0,0,0,1,1,2,0,0,1,2,E01017996
2.01E+12,545130,257600,0.122067,52.197496,35,3,2,1,25/10/2012,5,15:00,390,E10000003,3,603,1,30,1,4,3,1134,0,1,1,1,1,0,0,1,1,E01017981
2.01E+12,545300,259460,0.12535,52.214162,35,3,1,1,26/10/2012,6,16:30,390,E10000003,3,1134,1,30,1,2,3,1303,2,5,1,1,1,0,0,1,1,E01018009
2.01E+12,545980,256950,0.134215,52.191431,35,3,2,1,26/10/2012,6,16:45,390,E10000003,3,1307,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,E01018004
2.01E+12,547870,259300,0.162869,52.212041,35,3,2,1,27/10/2012,7,08:20,390,E10000003,3,1134,1,30,1,4,3,1303,2,4,1,1,1,0,0,1,1,E01017946
2.01E+12,545080,258450,0.1217,52.205145,35,3,2,1,27/10/2012,7,20:35,390,E10000003,6,0,2,30,9,4,6,0,0,0,4,1,1,0,0,1,2,E01017981
2.01E+12,545740,258190,0.13124,52.202635,35,3,2,1,28/10/2012,1,11:05,390,E10000003,3,603,6,30,6,2,5,293,0,5,1,1,2,0,0,1,1,E01017981
2.01E+12,545830,260140,0.133395,52.220131,35,3,2,2,28/10/2012,1,18:30,390,E10000003,3,1309,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01018006
2.01E+12,547010,258620,0.149996,52.206162,35,3,2,1,29/10/2012,2,09:57,390,E10000003,5,298,6,30,3,2,6,0,0,4,1,1,2,0,0,1,1,E01017997
2.01E+12,545560,258750,0.128848,52.207714,35,3,2,1,29/10/2012,2,08:20,390,E10000003,5,291,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01017982
2.01E+12,547750,257910,0.160508,52.199585,35,3,2,1,29/10/2012,2,20:09,390,E10000003,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01017962
2.01E+12,549190,257220,0.181259,52.192999,35,3,2,2,30/10/2012,3,12:00,390,E10000003,5,233,1,30,1,4,6,0,0,4,1,1,1,0,0,1,2,E01017962
2.01E+12,547590,258040,0.158225,52.200796,35,3,2,1,31/10/2012,4,19:05,390,E10000003,3,1134,1,30,1,4,3,1134,0,0,4,2,2,0,0,1,1,E01017997
2.01E+12,544430,258170,0.112075,52.2028,35,2,2,1,31/10/2012,4,16:50,390,E10000003,3,1134,6,30,3,4,6,0,0,4,4,1,2,0,0,1,1,E01017986
2.01E+12,545140,261020,0.123679,52.228219,35,3,2,1,02/11/2012,6,08:34,390,E10000003,5,287,1,30,2,4,6,0,0,0,1,8,1,0,0,1,1,E01017952
2.01E+12,544360,260270,0.111947,52.221686,35,3,2,1,02/11/2012,6,15:10,390,E10000003,4,1049,6,30,6,2,5,289,0,5,1,9,1,0,0,1,1,E01017949
2.01E+12,544850,258060,0.11817,52.201702,35,2,2,1,03/11/2012,7,11:00,390,E10000003,5,296,6,30,6,4,5,294,0,4,1,1,1,0,2,1,1,E01017981
2.01E+12,543970,253330,0.103296,52.159435,35,3,3,1,04/11/2012,1,11:25,390,E10000003,3,10,1,60,1,4,1,11,0,0,1,2,2,4,0,2,1,E01018003
2.01E+12,545190,258270,0.123231,52.203499,35,3,2,1,05/11/2012,2,15:50,390,E10000003,5,295,6,20,3,2,5,294,0,5,1,1,1,0,0,1,2,E01017981
2.01E+12,547250,256450,0.152564,52.186602,35,3,2,1,05/11/2012,2,21:40,390,E10000003,3,1134,1,30,1,4,5,235,0,0,4,1,1,0,0,1,1,E01017968
2.01E+12,546130,257920,0.136826,52.200107,35,3,2,1,06/11/2012,3,16:00,390,E10000003,5,280,6,30,3,4,6,0,0,1,1,2,2,0,0,1,2,E01017988
2.01E+12,544590,257990,0.114338,52.201141,35,3,2,1,06/11/2012,3,19:30,390,E10000003,5,294,6,30,8,4,6,0,0,0,4,1,1,0,0,1,2,E01017986
2.01E+12,546160,256560,0.136678,52.18788,35,3,2,1,06/11/2012,3,08:45,390,E10000003,3,1307,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017966
2.01E+12,544310,259780,0.111007,52.217297,35,3,2,1,07/11/2012,4,09:03,390,E10000003,4,1049,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01017949
2.01E+12,545420,259510,0.127127,52.214579,35,3,1,1,07/11/2012,4,15:10,390,E10000003,3,1303,6,30,0,-1,-1,0,0,8,1,1,1,0,2,1,1,E01018009
2.01E+12,547570,256940,0.157454,52.190919,35,3,2,1,07/11/2012,4,16:00,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017967
2.01E+12,546130,257890,0.136813,52.199837,35,3,2,1,08/11/2012,5,22:30,390,E10000003,5,280,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01017987
2.01E+12,547070,258180,0.150683,52.202193,35,3,2,1,08/11/2012,5,17:30,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017997
2.01E+12,544420,258180,0.111934,52.202893,35,3,2,1,07/11/2012,4,12:30,390,E10000003,3,1134,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01017986
2.01E+12,545360,259220,0.126125,52.21199,35,3,1,2,09/11/2012,6,14:50,390,E10000003,5,292,6,30,0,-1,-1,0,2,4,1,1,1,0,0,1,1,E01017982
2.01E+12,547300,258170,0.154042,52.202041,35,3,2,3,10/11/2012,7,16:34,390,E10000003,5,298,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01017997
2.01E+12,547260,256460,0.152714,52.186689,35,3,2,1,11/11/2012,1,17:23,390,E10000003,3,1134,1,30,1,4,5,235,0,4,1,9,1,0,0,1,1,E01017968
2.01E+12,547260,256510,0.152736,52.187138,35,3,2,1,14/11/2012,4,15:20,390,E10000003,3,1134,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01017968
2.01E+12,546050,256800,0.135174,52.190065,35,3,2,1,09/11/2012,6,08:00,390,E10000003,3,1307,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017966
2.01E+12,546120,257920,0.13668,52.200109,35,3,2,1,13/11/2012,3,08:50,390,E10000003,5,280,6,30,3,3,6,0,0,0,1,1,1,0,0,1,1,E01017988
2.01E+12,548430,257500,0.170271,52.195719,35,3,2,1,15/11/2012,5,17:08,390,E10000003,6,0,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01017962
2.01E+12,547460,257510,0.156094,52.196069,35,3,2,1,16/11/2012,6,08:30,390,E10000003,3,1134,6,30,3,2,5,280,0,5,1,1,2,0,0,1,2,E01017999
2.01E+12,544380,258960,0.111681,52.209911,35,3,2,1,18/11/2012,1,16:40,390,E10000003,3,1134,1,30,1,4,3,1303,0,0,1,1,1,0,0,1,2,E01017958
2.01E+12,544870,255050,0.117177,52.174654,35,2,1,1,16/11/2012,6,12:45,390,E10000003,6,0,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,1,E01018002
2.01E+12,547880,259130,0.162941,52.210511,35,3,2,1,18/11/2012,1,16:51,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017947
2.01E+12,543720,259840,0.102402,52.21799,35,3,2,1,19/11/2012,2,18:26,390,E10000003,3,1307,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01017956
2.01E+12,546150,257270,0.136838,52.194261,35,3,2,1,20/11/2012,3,20:53,390,E10000003,6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01017987
2.01E+12,547500,257870,0.156835,52.199293,35,3,1,1,21/11/2012,4,18:30,390,E10000003,3,1134,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,E01017999
2.01E+12,546840,259470,0.147879,52.213844,35,3,2,1,21/11/2012,4,15:20,390,E10000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01017945
2.01E+12,545730,260040,0.131889,52.219259,35,3,2,1,22/11/2012,5,16:32,390,E10000003,3,1134,1,30,1,4,3,1309,0,0,1,1,1,0,0,1,2,E01018008
2.01E+12,545150,261010,0.123821,52.228127,35,3,2,1,21/11/2012,4,08:00,390,E10000003,5,287,1,30,1,4,6,0,0,0,1,2,2,0,0,1,2,E01017954
2.01E+12,547510,258030,0.157051,52.200728,35,3,2,1,26/11/2012,2,15:10,390,E10000003,3,1134,1,30,1,4,5,298,0,0,1,2,2,0,0,1,2,E01017997
2.01E+12,546910,257610,0.148096,52.197114,35,3,2,1,26/11/2012,2,21:15,390,E10000003,5,280,6,30,6,2,6,0,0,5,4,1,2,0,0,1,2,E01018000
2.01E+12,544380,258970,0.111685,52.210001,35,3,2,1,26/11/2012,2,19:00,390,E10000003,3,1134,1,30,1,4,3,1303,0,0,4,2,2,0,0,1,1,E01017958
2.01E+12,545010,258270,0.120599,52.203547,35,3,1,1,27/11/2012,3,13:15,390,E10000003,6,0,2,20,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01017981
2.01E+12,547370,258110,0.155039,52.201484,35,3,2,1,28/11/2012,4,10:15,390,E10000003,5,298,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017997
2.01E+12,546100,256690,0.135857,52.189064,35,3,2,1,28/11/2012,4,18:57,390,E10000003,3,1307,6,30,6,2,5,235,0,5,4,1,1,0,0,1,1,E01017966
2.01E+12,544330,260970,0.111806,52.227983,35,3,2,1,28/11/2012,4,08:45,390,E10000003,4,1049,6,30,0,-1,-1,0,0,4,1,9,1,0,0,1,2,E01017951
2.01E+12,544610,259050,0.115083,52.210659,35,3,2,1,29/11/2012,5,07:50,390,E10000003,3,1303,6,30,3,2,5,290,0,0,1,9,1,0,0,1,2,E01017958
2.01E+12,546240,257840,0.1384,52.199359,35,3,2,1,30/11/2012,6,13:21,390,E10000003,5,280,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,E01017987
2.01E+12,546470,257200,0.141486,52.193548,35,3,2,1,30/11/2012,6,19:10,390,E10000003,6,0,1,30,2,4,6,0,0,0,4,9,1,0,0,1,2,E01017965
2.01E+12,545770,257330,0.131308,52.194901,35,3,1,1,01/12/2012,7,11:36,390,E10000003,3,1307,6,30,3,2,6,0,0,5,1,1,2,0,0,1,1,E01018004
2.01E+12,544590,255320,0.1132,52.177153,35,3,2,1,01/12/2012,7,18:05,390,E10000003,3,1309,6,30,3,4,6,0,0,4,4,1,2,0,0,1,1,E01018002
2.01E+12,545430,258890,0.127007,52.209006,35,3,2,1,03/12/2012,2,21:30,390,E10000003,5,292,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01017982
2.01E+12,544550,257790,0.113668,52.199355,35,3,3,1,04/12/2012,3,11:40,390,E10000003,3,1134,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,E01017985
2.01E+12,547460,256420,0.15562,52.186276,35,3,1,1,04/12/2012,3,17:30,390,E10000003,5,235,6,30,3,4,6,0,0,0,5,1,2,0,0,1,1,E01017969
2.01E+12,544340,260630,0.111808,52.224926,35,3,2,1,05/12/2012,4,09:55,390,E10000003,4,1049,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,E01017955
2.01E+12,546670,260910,0.146016,52.226826,35,2,1,1,05/12/2012,4,17:45,390,E10000003,5,279,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01017976
2.01E+12,547490,257870,0.156689,52.199295,35,2,1,1,06/12/2012,5,18:14,390,E10000003,3,1134,6,30,3,4,6,0,0,4,4,1,2,0,0,1,1,E01017999
2.01E+12,547880,259310,0.16302,52.212128,35,3,1,1,10/12/2012,2,11:20,390,E10000003,3,1134,1,30,1,4,3,1303,0,4,1,1,1,0,0,1,1,E01017946
2.01E+12,547360,259400,0.155454,52.213076,35,2,1,1,10/12/2012,2,17:25,390,E10000003,3,1134,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01017946
2.01E+12,544820,258840,0.118065,52.208718,35,3,2,1,10/12/2012,2,17:55,390,E10000003,5,290,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01017958
2.01E+12,544570,254770,0.112674,52.172216,35,2,2,1,11/12/2012,3,08:05,390,E10000003,3,1309,6,30,3,4,5,201,0,4,1,1,2,0,0,1,2,E01018003
2.01E+12,544500,259160,0.113521,52.211677,35,3,2,1,12/12/2012,4,08:30,390,E10000003,5,290,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017958
2.01E+12,544340,260140,0.111599,52.220523,35,3,1,1,11/12/2012,3,18:14,390,E10000003,4,1049,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,E01017949
2.01E+12,544500,257910,0.112988,52.200446,35,2,2,1,12/12/2012,4,12:40,390,E10000003,3,1134,6,30,6,2,5,294,0,5,1,1,2,0,0,1,1,E01017985
2.01E+12,545750,260000,0.132165,52.218894,35,3,2,1,06/12/2012,5,21:00,390,E10000003,3,1134,1,30,1,4,3,1309,0,0,4,9,1,0,0,1,2,E01018008
2.01E+12,547560,258030,0.157782,52.200714,35,3,2,1,14/12/2012,6,05:54,390,E10000003,3,1134,1,30,1,4,6,0,0,0,4,1,1,0,0,1,2,E01017997
2.01E+12,547550,256400,0.156927,52.186073,35,3,2,1,14/12/2012,6,09:00,390,E10000003,5,235,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017969
2.01E+12,545680,258100,0.130324,52.201843,35,3,1,1,14/12/2012,6,16:53,390,E10000003,3,603,6,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,E01017981
2.01E+12,545420,258750,0.126801,52.207751,35,3,2,1,15/12/2012,7,16:45,390,E10000003,5,291,1,30,1,4,5,292,0,0,4,1,1,0,0,1,2,E01017982
2.01E+12,544340,260070,0.111569,52.219894,35,2,2,1,14/12/2012,6,16:15,390,E10000003,4,1049,6,30,3,4,6,0,0,4,4,2,2,0,0,1,2,E01017949
2.01E+12,547100,259420,0.15166,52.213325,35,3,2,1,14/12/2012,6,13:25,390,E10000003,3,1134,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017945
2.01E+12,545020,258190,0.120711,52.202825,35,2,2,1,18/12/2012,3,15:20,390,E10000003,5,294,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017981
2.01E+12,545890,260200,0.134299,52.220654,35,3,2,1,18/12/2012,3,22:15,390,E10000003,3,1309,6,30,6,2,5,287,0,5,4,8,2,0,0,1,1,E01018006
2.01E+12,544200,253900,0.106898,52.164497,35,3,2,2,20/12/2012,5,10:03,390,E10000003,3,1309,3,40,6,2,6,0,0,5,1,5,2,0,0,2,1,E01018003
2.01E+12,547150,258330,0.151918,52.203519,35,3,2,1,19/12/2012,4,14:30,390,E10000003,5,298,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01017997
2.01E+12,546170,256550,0.13682,52.187787,35,3,2,1,20/12/2012,5,17:40,390,E10000003,3,1307,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01017996
2.01E+12,547880,259310,0.16302,52.212128,35,3,2,1,18/12/2012,3,17:55,390,E10000003,3,1134,1,30,1,4,3,1303,0,4,4,1,1,0,0,1,2,E01017946
2.01E+12,545880,258080,0.133239,52.20161,35,2,1,1,22/12/2012,7,16:50,390,E10000003,5,280,6,20,3,4,6,0,0,4,4,2,2,0,0,1,1,E01017988
2.01E+12,547890,259310,0.163166,52.212126,35,2,2,1,22/12/2012,7,21:18,390,E10000003,3,1134,1,30,1,4,3,1303,0,0,4,1,2,0,0,1,1,E01017946
2.01E+12,544790,255710,0.116289,52.180604,35,3,2,1,26/12/2012,4,11:15,390,E10000003,3,1309,6,30,3,2,3,1134,0,0,1,1,1,0,0,1,2,E01018002
2.01E+12,544530,254570,0.112004,52.17043,35,3,2,1,29/12/2012,7,14:40,390,E10000003,3,1309,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,E01018002
